"No.","Time","Source","Destination","Protocol","Length","Info"
"2657","0.290584","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624156"
"2658","0.291155","192.168.1.20","192.168.1.40","CIP I/O","90","Connection: ID=0x00BD4009, SEQ=0001635336"
"2659","0.291167","192.168.1.60","192.168.1.10","CIP I/O","90","Connection: ID=0x00CD4026, SEQ=0001636969"
"2660","0.291171","192.168.1.50","239.192.7.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001653714"
"2661","0.291438","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622902"
"2662","0.291683","192.168.1.30","192.168.1.20","CIP I/O","90","Connection: ID=0x013C4018, SEQ=0001640450"
"2663","0.292096","192.168.1.20","192.168.1.30","CIP I/O","90","Connection: ID=0x00B34013, SEQ=0001636102"
"2664","0.292107","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"2665","0.292109","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=3411 Ack=2497 Win=8142 Len=0"
"2666","0.292377","192.168.1.70","192.168.1.10","CIP I/O","90","Connection: ID=0x004D4017, SEQ=0001649398"
"2667","0.292383","192.168.1.70","192.168.1.20","CIP I/O","90","Connection: ID=0x003C4007, SEQ=0001648701"
"2668","0.292956","192.168.1.30","192.168.1.10","CIP","102","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"2669","0.292964","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=4773 Ack=3803 Win=8148 Len=0"
"2670","0.293199","192.168.1.20","192.168.1.50","CIP I/O","90","Connection: ID=0x00CD4016, SEQ=0001637078"
"2671","0.293207","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"2672","0.293209","192.168.1.50","192.168.1.10","CIP","112","Success: 'HMI_P5_STATE' - Service (0x4c)"
"2673","0.293211","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=3939 Ack=2799 Win=8142 Len=0"
"2674","0.293406","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=3939 Ack=2853 Win=8138 Len=0"
"2675","0.294362","192.168.1.10","192.168.1.20","CIP","128","'HMI_PLANT' - Service (0x4d)"
"2676","0.294374","192.168.1.10","192.168.1.40","CIP","128","'HMI_PLANT' - Service (0x4d)"
"2677","0.294376","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=4377 Ack=4911 Win=8122 Len=0"
"2678","0.294378","192.168.1.10","192.168.1.60","CIP","128","'HMI_PLANT' - Service (0x4d)"
"2679","0.294380","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=2359 Ack=3365 Win=8122 Len=0"
"2680","0.294594","192.168.1.60","192.168.1.10","TCP","64","44818  >  54082 [ACK] Seq=2497 Ack=3481 Win=8122 Len=0"
"2681","0.295331","192.168.1.201","192.168.1.200","TCP","64","4243  >  42974 [ACK] Seq=97 Ack=97 Win=255 Len=0"
"2682","0.295524","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"2683","0.295534","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=3365 Ack=2409 Win=8142 Len=0"
"2684","0.295538","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV503' - Service (0x4c)"
"2685","0.295540","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV504' - Service (0x4c)"
"2686","0.295782","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=1613 Ack=1675 Win=8130 Len=0"
"2687","0.295793","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=1613 Ack=1737 Win=8068 Len=0"
"2688","0.296028","192.168.1.40","192.168.1.100","CIP","267","Success: Class (0xb2) - Service (0x4c)"
"2689","0.296039","192.168.1.40","192.168.1.50","CIP","150","Success: 'HMI_FIT401' - Service (0x4c)"
"2690","0.296042","192.168.1.50","192.168.1.40","TCP","64","54084  >  44818 [ACK] Seq=1381 Ack=1471 Win=8100 Len=0"
"2691","0.296692","192.168.1.20","239.192.3.127","CIP I/O","102","Connection: ID=0x003C8000, SEQ=0001653688"
"2692","0.296985","192.168.1.10","192.168.1.20","CIP I/O","90","Connection: ID=0x00BC4017, SEQ=0001625182"
"2693","0.296993","192.168.1.30","192.168.1.40","CIP I/O","90","Connection: ID=0x01BD4016, SEQ=0001638720"
"2694","0.297888","192.168.1.30","239.192.4.191","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652885"
"2695","0.297898","192.168.1.40","239.192.5.255","CIP I/O","102","Connection: ID=0x003D8000, SEQ=0001651963"
"2696","0.298133","192.168.1.50","192.168.1.40","CIP I/O","90","Connection: ID=0x003D4007, SEQ=0001630279"
"2697","0.298141","192.168.1.40","192.168.1.50","CIP I/O","90","Connection: ID=0x014D4024, SEQ=0001636666"
"2698","0.298788","192.168.1.60","239.192.8.127","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652387"
"2699","0.299403","192.168.1.60","192.168.1.20","CIP I/O","90","Connection: ID=0x01BC401A, SEQ=0001637148"
"2700","0.299798","192.168.1.30","192.168.1.60","CIP I/O","90","Connection: ID=0x00B34012, SEQ=0001639463"
"2701","0.299806","192.168.1.10","192.168.1.20","CIP","120","'HMI_FIT201' - Service (0x4c)"
"2702","0.299808","192.168.1.10","239.192.2.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001654396"
"2703","0.299812","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=4377 Ack=4973 Win=8130 Len=0"
"2704","0.300050","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"2705","0.300058","192.168.1.20","192.168.1.40","CIP","120","'HMI_AIT402' - Service (0x4c)"
"2706","0.300060","192.168.1.10","192.168.1.20","CIP CM","128","Unconnected Send: 'HMI_MV201' - Service (0x4c)"
"2707","0.300062","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=5043 Ack=4427 Win=8142 Len=0"
"2708","0.300155","192.168.1.40","192.168.1.20","TCP","64","44818  >  52996 [ACK] Seq=811 Ack=621 Win=8130 Len=0"
"2709","0.300162","192.168.1.10","192.168.1.20","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"2710","0.300165","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=4427 Ack=5043 Win=8122 Len=0"
"2711","0.300166","192.168.1.10","192.168.1.20","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"2712","0.300168","192.168.1.10","192.168.1.20","CIP","128","'HMI_P2_PERMISSIVE' - Service (0x4c)"
"2713","0.300328","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=4427 Ack=5117 Win=8048 Len=0"
"2714","0.300335","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=4427 Ack=5193 Win=7972 Len=0"
"2715","0.300338","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=4427 Ack=5263 Win=7902 Len=0"
"2716","0.300651","192.168.1.10","192.168.1.60","CIP I/O","90","Connection: ID=0x00334011, SEQ=0001624108"
"2717","0.300658","192.168.1.10","192.168.1.50","CIP I/O","90","Connection: ID=0x004D4015, SEQ=0001625182"
"2718","0.300660","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624157"
"2719","0.300662","192.168.1.10","192.168.1.30","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"2720","0.300664","192.168.1.10","192.168.1.30","CIP CM","128","Unconnected Send: 'HMI_LIT301' - Service (0x4c)"
"2721","0.300818","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=3803 Ack=4849 Win=8116 Len=0"
"2722","0.300825","192.168.1.10","192.168.1.40","CIP","128","'HMI_P4_PERMISSIVE' - Service (0x4c)"
"2723","0.300827","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=3803 Ack=4919 Win=8046 Len=0"
"2724","0.301084","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=2409 Ack=3435 Win=8122 Len=0"
"2725","0.301092","192.168.1.10","192.168.1.50","CIP","140","'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)"
"2726","0.301094","192.168.1.10","192.168.1.50","CIP","134","'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)"
"2727","0.301096","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=2853 Ack=4021 Win=8110 Len=0"
"2728","0.301098","192.168.1.20","192.168.1.40","CIP I/O","90","Connection: ID=0x00BD4009, SEQ=0001635337"
"2729","0.301101","192.168.1.50","239.192.7.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001653715"
"2730","0.301310","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=2853 Ack=4097 Win=8034 Len=0"
"2731","0.301317","192.168.1.60","192.168.1.10","CIP I/O","90","Connection: ID=0x00CD4026, SEQ=0001636970"
"2732","0.301758","192.168.1.30","192.168.1.20","CIP I/O","90","Connection: ID=0x013C4018, SEQ=0001640451"
"2733","0.301767","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622903"
"2734","0.302251","192.168.1.20","192.168.1.30","CIP I/O","90","Connection: ID=0x00B34013, SEQ=0001636103"
"2735","0.302260","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"2736","0.302262","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=3481 Ack=2547 Win=8142 Len=0"
"2737","0.302264","192.168.1.70","192.168.1.10","CIP I/O","90","Connection: ID=0x004D4017, SEQ=0001649399"
"2738","0.302266","192.168.1.60","192.168.1.10","CIP","116","Success: 'HMI_P6_PERMISSIVE' - Service (0x4c)"
"2739","0.302536","192.168.1.70","192.168.1.20","CIP I/O","90","Connection: ID=0x003C4007, SEQ=0001648702"
"2740","0.302544","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=3481 Ack=2605 Win=8134 Len=0"
"2741","0.302546","192.168.1.60","192.168.1.100","CIP","186","Success: Class (0xb2) - Service (0x4c)"
"2742","0.302548","192.168.1.60","192.168.1.10","CIP","120","'HMI_LIT101' - Service (0x4c)"
"2743","0.302831","192.168.1.10","192.168.1.60","TCP","64","44818  >  52416 [ACK] Seq=901 Ack=683 Win=8130 Len=0"
"2744","0.302839","192.168.1.30","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"2745","0.302842","192.168.1.30","192.168.1.10","CIP","116","Success: 'HMI_P3_PERMISSIVE' - Service (0x4c)"
"2746","0.303049","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=4919 Ack=3853 Win=8142 Len=0"
"2747","0.303056","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=4919 Ack=3911 Win=8134 Len=0"
"2748","0.303059","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"2749","0.303165","192.168.1.30","192.168.1.100","CIP","235","Success: Class (0xb2) - Service (0x4c)"
"2750","0.303171","192.168.1.20","192.168.1.50","CIP I/O","90","Connection: ID=0x00CD4016, SEQ=0001637079"
"2751","0.303174","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=3481 Ack=2655 Win=8142 Len=0"
"2752","0.303176","192.168.1.30","192.168.1.20","CIP","134","'P2_P2078_AUTOINP' - Service (0x4d)"
"2753","0.303332","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"2754","0.303339","192.168.1.30","192.168.1.20","CIP","148","Success: 'HMI_LIT301' - Service (0x4c)"
"2755","0.303342","192.168.1.20","192.168.1.30","TCP","64","44818  >  52418 [ACK] Seq=1139 Ack=1629 Win=8116 Len=0"
"2756","0.303343","192.168.1.50","192.168.1.10","CIP","116","Success: 'HMI_P5_PERMISSIVE' - Service (0x4c)"
"2757","0.303345","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=4097 Ack=2903 Win=8142 Len=0"
"2758","0.303346","192.168.1.20","192.168.1.30","TCP","64","52994  >  44818 [ACK] Seq=1241 Ack=1459 Win=8102 Len=0"
"2759","0.303623","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=4097 Ack=2961 Win=8134 Len=0"
"2760","0.303631","192.168.1.50","192.168.1.100","CIP","420","Success: Class (0xb2) - Service (0x4c)"
"2761","0.304401","192.168.1.20","192.168.1.10","CIP","156","Success: 'HMI_FIT201' - Service (0x4c)"
"2762","0.304409","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=5263 Ack=4525 Win=8094 Len=0"
"2763","0.304687","192.168.1.10","192.168.1.60","CIP","148","Success: 'HMI_LIT101' - Service (0x4c)"
"2764","0.304695","192.168.1.60","192.168.1.10","TCP","64","52416  >  44818 [ACK] Seq=683 Ack=991 Win=8102 Len=0"
"2765","0.305015","192.168.1.10","192.168.1.50","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"2766","0.305022","192.168.1.10","192.168.1.50","CIP","122","'HMI_P5_STATE' - Service (0x4c)"
"2767","0.305024","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=2961 Ack=4171 Win=8118 Len=0"
"2768","0.305026","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=2961 Ack=4235 Win=8054 Len=0"
"2769","0.305284","192.168.1.10","192.168.1.60","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"2770","0.305292","192.168.1.10","192.168.1.40","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"2771","0.305294","192.168.1.60","192.168.1.10","TCP","64","44818  >  54082 [ACK] Seq=2655 Ack=3555 Win=8118 Len=0"
"2772","0.305296","192.168.1.10","192.168.1.30","CIP CM","140","Unconnected Send: 'HMI_PLANT_AUTO' - Service (0x4d)"
"2773","0.305298","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=2409 Ack=3509 Win=8118 Len=0"
"2774","0.305504","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=3911 Ack=5001 Win=8110 Len=0"
"2775","0.305877","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"2776","0.305885","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=3509 Ack=2459 Win=8142 Len=0"
"2777","0.306691","192.168.1.20","239.192.3.127","CIP I/O","102","Connection: ID=0x003C8000, SEQ=0001653689"
"2778","0.307104","192.168.1.10","192.168.1.20","CIP I/O","90","Connection: ID=0x00BC4017, SEQ=0001625183"
"2779","0.307112","192.168.1.30","192.168.1.40","CIP I/O","90","Connection: ID=0x01BD4016, SEQ=0001638721"
"2780","0.307429","192.168.1.30","192.168.1.20","CIP","120","Success: 'HMI_MV301' - Service (0x4c)"
"2781","0.307437","192.168.1.20","192.168.1.30","TCP","64","52994  >  44818 [ACK] Seq=1241 Ack=1521 Win=8130 Len=0"
"2782","0.307439","192.168.1.30","192.168.1.40","CIP","120","'HMI_LIT401' - Service (0x4c)"
"2783","0.307441","192.168.1.40","192.168.1.30","TCP","64","44818  >  52420 [ACK] Seq=901 Ack=683 Win=8130 Len=0"
"2784","0.307716","192.168.1.30","192.168.1.60","CIP","134","'P6_P602_AUTOINP' - Service (0x4d)"
"2785","0.307724","192.168.1.60","192.168.1.30","TCP","64","44818  >  52416 [ACK] Seq=2187 Ack=1765 Win=8116 Len=0"
"2786","0.307727","192.168.1.30","239.192.4.191","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652886"
"2787","0.307943","192.168.1.88","192.168.1.201","TCP","98","51456  >  1332 [PSH, ACK] Seq=1 Ack=1 Win=255 Len=40"
"2788","0.307951","192.168.1.40","239.192.5.255","CIP I/O","102","Connection: ID=0x003D8000, SEQ=0001651964"
"2789","0.307954","192.168.1.88","192.168.1.134","TCP","98","63862  >  1332 [PSH, ACK] Seq=1 Ack=1 Win=252 Len=40"
"2790","0.307956","192.168.1.201","192.168.1.88","TCP","102","1332  >  51456 [PSH, ACK] Seq=1 Ack=41 Win=251 Len=44"
"2791","0.308229","192.168.1.40","192.168.1.50","CIP I/O","90","Connection: ID=0x014D4024, SEQ=0001636667"
"2792","0.308237","192.168.1.50","192.168.1.40","CIP I/O","90","Connection: ID=0x003D4007, SEQ=0001630280"
"2793","0.308239","192.168.1.134","192.168.1.88","TCP","102","1332  >  63862 [PSH, ACK] Seq=1 Ack=41 Win=255 Len=44"
"2794","0.308241","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"2795","0.308493","192.168.1.60","192.168.1.20","CIP","120","'HMI_AIT202' - Service (0x4c)"
"2796","0.308502","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=3555 Ack=2705 Win=8142 Len=0"
"2797","0.308504","192.168.1.20","192.168.1.60","TCP","64","44818  >  52418 [ACK] Seq=991 Ack=683 Win=8130 Len=0"
"2798","0.308827","192.168.1.60","239.192.8.127","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652388"
"2799","0.309417","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"2800","0.309429","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=5263 Ack=4575 Win=8142 Len=0"
"2801","0.309432","192.168.1.60","192.168.1.20","CIP I/O","90","Connection: ID=0x01BC401A, SEQ=0001637149"
"2802","0.309812","192.168.1.30","192.168.1.60","CIP I/O","90","Connection: ID=0x00B34012, SEQ=0001639464"
"2803","0.309824","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"2804","0.309831","192.168.1.10","239.192.2.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001654397"
"2805","0.309833","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=5263 Ack=4625 Win=8142 Len=0"
"2806","0.309835","192.168.1.20","192.168.1.10","CIP","116","Success: 'HMI_P2_PERMISSIVE' - Service (0x4c)"
"2807","0.310111","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=5263 Ack=4683 Win=8134 Len=0"
"2808","0.310123","192.168.1.20","192.168.1.10","CIP","114","Success: 'HMI_MV201' - Service (0x4c)"
"2809","0.310125","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=5263 Ack=4739 Win=8136 Len=0"
"2810","0.310769","192.168.1.10","192.168.1.60","CIP I/O","90","Connection: ID=0x00334011, SEQ=0001624109"
"2811","0.310780","192.168.1.10","192.168.1.50","CIP I/O","90","Connection: ID=0x004D4015, SEQ=0001625183"
"2812","0.310784","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624158"
"2813","0.311302","192.168.1.50","239.192.7.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001653716"
"2814","0.311316","192.168.1.60","192.168.1.10","CIP I/O","90","Connection: ID=0x00CD4026, SEQ=0001636971"
"2815","0.311323","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"2816","0.311467","192.168.1.20","192.168.1.40","CIP I/O","90","Connection: ID=0x00BD4009, SEQ=0001635338"
"2817","0.311477","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=3509 Ack=2509 Win=8142 Len=0"
"2818","0.311480","192.168.1.40","192.168.1.20","CIP","148","Success: 'HMI_AIT402' - Service (0x4c)"
"2819","0.311725","192.168.1.20","192.168.1.40","TCP","64","52996  >  44818 [ACK] Seq=621 Ack=901 Win=8102 Len=0"
"2820","0.311736","192.168.1.40","192.168.1.10","CIP","116","Success: 'HMI_P4_PERMISSIVE' - Service (0x4c)"
"2821","0.311739","192.168.1.30","192.168.1.20","CIP I/O","90","Connection: ID=0x013C4018, SEQ=0001640452"
"2822","0.311746","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=3509 Ack=2567 Win=8134 Len=0"
"2823","0.312201","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622904"
"2824","0.312213","192.168.1.20","192.168.1.30","CIP I/O","90","Connection: ID=0x00B34013, SEQ=0001636104"
"2825","0.312490","192.168.1.70","192.168.1.10","CIP I/O","90","Connection: ID=0x004D4017, SEQ=0001649400"
"2826","0.312501","192.168.1.70","192.168.1.20","CIP I/O","90","Connection: ID=0x003C4007, SEQ=0001648703"
"2827","0.312826","192.168.1.30","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"2828","0.312839","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=5001 Ack=3961 Win=8142 Len=0"
"2829","0.312840","192.168.1.30","192.168.1.10","CIP","142","Success: 'HMI_LIT301' - Service (0x4c)"
"2830","0.313023","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=5001 Ack=4045 Win=8108 Len=0"
"2831","0.313350","192.168.1.20","192.168.1.50","CIP I/O","90","Connection: ID=0x00CD4016, SEQ=0001637080"
"2832","0.313356","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"2833","0.313635","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=4235 Ack=3011 Win=8142 Len=0"
"2834","0.313646","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV501' - Service (0x4c)"
"2835","0.313650","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV502' - Service (0x4c)"
"2836","0.313657","192.168.1.40","192.168.1.50","TCP","64","53056  >  44818 [ACK] Seq=1737 Ack=1675 Win=8130 Len=0"
"2837","0.313658","192.168.1.40","192.168.1.50","TCP","64","53056  >  44818 [ACK] Seq=1737 Ack=1737 Win=8130 Len=0"
"2838","0.313883","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT501' - Service (0x4c)"
"2839","0.313894","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT502' - Service (0x4c)"
"2840","0.314062","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT503' - Service (0x4c)"
"2841","0.314072","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT504' - Service (0x4c)"
"2842","0.314075","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=1737 Ack=2611 Win=8102 Len=0"
"2843","0.314082","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=1737 Ack=2701 Win=8012 Len=0"
"2844","0.314084","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=1737 Ack=2791 Win=7922 Len=0"
"2845","0.314332","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=1737 Ack=2881 Win=7832 Len=0"
"2846","0.314343","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV503' - Service (0x4c)"
"2847","0.314346","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV504' - Service (0x4c)"
"2848","0.314353","192.168.1.20","192.168.1.30","CIP","108","Success: 'P2_P2078_AUTOINP' - Service (0x4d)"
"2849","0.314459","192.168.1.40","192.168.1.50","TCP","64","53056  >  44818 [ACK] Seq=1737 Ack=1799 Win=8130 Len=0"
